GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,15/07/2019,,,,5.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/07/2019,,,17.6,4.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/07/2019,,,,5.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/07/2019,,,,10.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/07/2019,,,,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/07/2019,,,19.8,11.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/07/2019,,,27.6,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/07/2019,,,16.3,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/07/2019,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/07/2019,,,15,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/07/2019,198,,,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/07/2019,,,,6.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/07/2019,,,18,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/07/2019,,,15.6,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/07/2019,,,,7.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/07/2019,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/08/2019,,,20.5,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/08/2019,,,16.8,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/08/2019,,,,5.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/08/2019,,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/08/2019,,,,9.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/08/2019,,,,10.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/08/2019,,,22.8,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/08/2019,,,16.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/08/2019,,,15,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/08/2019,,,,3.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/08/2019,,,,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/08/2019,,,18.1,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/08/2019,,,13.7,2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/08/2019,,,11.3,1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/08/2019,,,,5.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/08/2019,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/08/2019,,,21,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/08/2019,,,17.2,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/08/2019,,,13,2.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/08/2019,,,,4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/08/2019,,,,7.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/08/2019,,,,8.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/08/2019,,,,6.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/08/2019,,,17.8,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/08/2019,,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/08/2019,,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/08/2019,,,,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/08/2019,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/08/2019,,,26,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/08/2019,,,22.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/08/2019,,,,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/09/2019,,,19.8,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/09/2019,,,,6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/09/2019,,,16.5,2.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/09/2019,,,14.2,3.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/09/2019,,,13.6,6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/09/2019,,,,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/09/2019,,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/09/2019,,,18.8,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/09/2019,,,19,12.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/09/2019,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/09/2019,,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/09/2019,,,,7.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/09/2019,,,19.8,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/09/2019,,,,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/09/2019,,,,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/09/2019,,,23.2,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/09/2019,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/09/2019,,,24.5,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/09/2019,,,21.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/09/2019,,,,6.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/09/2019,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/09/2019,,,25,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/09/2019,,,,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/09/2019,,,,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/09/2019,,,,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/09/2019,,,30.9,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/09/2019,,,27.4,13.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/09/2019,,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/09/2019,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/09/2019,,,27.5,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/10/2019,,,27.2,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/10/2019,,,,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/10/2019,,,17.3,6.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/10/2019,,,15,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/10/2019,,,,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/10/2019,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/10/2019,,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/10/2019,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/10/2019,,,,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/10/2019,,,28.2,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/10/2019,,,27,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/10/2019,,,23.1,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/10/2019,,,20.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/10/2019,,,19.3,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/10/2019,,,14.2,8.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/10/2019,119,,,11.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/10/2019,,,,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/10/2019,,,,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/10/2019,,,24.7,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/10/2019,,,24.3,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/10/2019,,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/10/2019,,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/10/2019,,,,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/10/2019,,,,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/10/2019,,,,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/10/2019,,,30.2,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/10/2019,,,30.2,19.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/10/2019,,,27.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/10/2019,,,22.8,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/10/2019,,,,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/10/2019,,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/11/2019,,,24.2,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/11/2019,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/11/2019,,,28.3,12.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/11/2019,,,24.5,18.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/11/2019,,,,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/11/2019,,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/11/2019,,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/11/2019,,,31.6,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/11/2019,,,,17.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/11/2019,,,25.6,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/11/2019,,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/11/2019,,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/11/2019,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/11/2019,,,32.4,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/11/2019,,,30,19.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/11/2019,,,29.4,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/11/2019,,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/11/2019,,,,21.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/11/2019,,,33.9,19.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/11/2019,,,,23.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/11/2019,,,34.8,21.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/11/2019,,,32.5,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/11/2019,,,24.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/11/2019,,,,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/11/2019,,,25.9,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/11/2019,,,,17.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/11/2019,,,,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/11/2019,,,,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/11/2019,,,31.1,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/11/2019,,,30.6,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/12/2019,,,29.3,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/12/2019,,,,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/12/2019,,,27,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/12/2019,,,24.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/12/2019,,,,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/12/2019,,,,16.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/12/2019,,,31,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/12/2019,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/12/2019,,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/12/2019,,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/12/2019,,,37.9,24.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/12/2019,,,36.3,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/12/2019,,,26.4,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/12/2019,,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/12/2019,,,30.5,19.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/12/2019,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/12/2019,,,28.4,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/12/2019,,,,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/12/2019,,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/12/2019,,,32.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/12/2019,,,26.7,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/12/2019,,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/12/2019,,,,16.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/12/2019,,,,20.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/12/2019,,,33.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/12/2019,,,,15.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/12/2019,,,,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/12/2019,,,33.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/12/2019,,,,22.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/12/2019,,,34.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/12/2019,,,,21.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/01/2020,,,28.5,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/01/2020,,,26.2,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/01/2020,,,,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/01/2020,,,,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/01/2020,,,,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/01/2020,,,30.3,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/01/2020,,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/01/2020,,,,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/01/2020,,,32.8,23,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/01/2020,,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/01/2020,,,32.5,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/01/2020,,,31.8,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/01/2020,,,30.3,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/01/2020,,,29.5,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/01/2020,,,28.3,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/01/2020,,,26.4,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/01/2020,,,,21.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/01/2020,,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/01/2020,,,,24.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/01/2020,,,34.4,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/01/2020,,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/01/2020,,,,23.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/01/2020,,,,23.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/01/2020,,,,23.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/01/2020,,,36.7,22.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/01/2020,,,34.3,15.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/01/2020,,,,17.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/01/2020,,,30,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/01/2020,,,27.6,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/01/2020,,,,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/02/2020,,,,18.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/02/2020,,,,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/02/2020,,,,25.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/02/2020,,,35,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/02/2020,,,34.9,25,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/02/2020,51,,,23.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/02/2020,0,,36.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/02/2020,,,30.5,19.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/02/2020,,,28.6,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/02/2020,,,25.5,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/02/2020,,,,18.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/02/2020,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/02/2020,,,,21.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/02/2020,,,31.5,20.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/02/2020,,,,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/02/2020,,,,24.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/02/2020,,,34,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/02/2020,351,,30,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/02/2020,0,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/02/2020,,,29.9,14.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/02/2020,,,24.5,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/02/2020,,,23.3,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/02/2020,,,,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/02/2020,,,,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/02/2020,,,29.8,18.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/02/2020,,,28.5,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/02/2020,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/02/2020,,,,18.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/02/2020,,,32.4,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/03/2020,,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/03/2020,,,34,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/03/2020,,,33,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/03/2020,,,31.9,22.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/03/2020,,,32,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/03/2020,,,30.9,21.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/03/2020,,,,21.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/03/2020,,,,23.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/03/2020,,,33.4,20.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/03/2020,99,,28.3,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/03/2020,0,,25.4,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/03/2020,,,,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/03/2020,,,,21.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/03/2020,,,31.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/03/2020,,,,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/03/2020,,,24.5,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/03/2020,,,23.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/03/2020,91,,,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/03/2020,,,,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/03/2020,,,,15.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/03/2020,,,29.8,18.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/03/2020,,,29.7,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/03/2020,,,,21.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/03/2020,,,,21,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/03/2020,5,,31,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/03/2020,0,,,20.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/03/2020,,,,21.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/03/2020,,,29.5,21.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/03/2020,,,,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/03/2020,,,30.2,22.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/03/2020,,,27.9,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/04/2020,,,,19.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/04/2020,,,24.7,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/04/2020,,,23.5,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/04/2020,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/04/2020,,,25.7,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/04/2020,,,24.6,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/04/2020,,,20.7,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/04/2020,,,20,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/04/2020,,,,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/04/2020,,,,11,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/04/2020,,,,15.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/04/2020,,,,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/04/2020,,,24.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/04/2020,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/04/2020,,,,9.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
