GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,10/04/2017,191,,24.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/04/2017,119,,21.9,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/04/2017,0,,23,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/04/2017,,,20.1,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/04/2017,,,,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/04/2017,,,22.3,15.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/04/2017,,,23.2,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/04/2017,0,,21.3,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/04/2017,0,,20.9,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/04/2017,0,,20.2,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/04/2017,10,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/04/2017,0,,25.8,15.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/04/2017,,,26,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/04/2017,,,,11.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/04/2017,,,23.3,14.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/04/2017,,,23.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/04/2017,391,,18.9,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/04/2017,0,,,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/04/2017,,,,11.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/04/2017,,,26.9,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/04/2017,,,,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/05/2017,,,26.5,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/05/2017,,,26,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/05/2017,3,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/05/2017,0,,25.3,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/05/2017,,,,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/05/2017,,,26.2,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/05/2017,,,23.4,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/05/2017,1049,,21.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/05/2017,61,,19.7,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/05/2017,0,,20,9.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/05/2017,,,17.4,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/05/2017,109,,,13.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/05/2017,51,,,12.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/05/2017,0,,21.1,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/05/2017,,,,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/05/2017,,,21,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/05/2017,,,21.2,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/05/2017,0,,19.2,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/05/2017,51,,18.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/05/2017,0,,17.6,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/05/2017,41,,,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/05/2017,3,,,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/05/2017,0,,21.5,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/05/2017,,,20.6,14.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/05/2017,20,,18.6,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/05/2017,20,,,11.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/05/2017,0,,18.2,7.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/05/2017,,,,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/05/2017,5,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/05/2017,0,,16.8,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/05/2017,,,16.9,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/06/2017,,,,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/06/2017,,,,5.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/06/2017,,,17.1,6.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/06/2017,,,16.7,9.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/06/2017,,,16.6,4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/06/2017,,,,4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/06/2017,,,16.9,4.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/06/2017,,,15.2,8.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/06/2017,0,,,5.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/06/2017,,,,6.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/06/2017,,,21.6,9.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/06/2017,,,19,2.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/06/2017,,,,3.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/06/2017,,,20.6,9.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/06/2017,,,19,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/06/2017,0,,,14,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/06/2017,0,,24.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/06/2017,0,,22.8,5.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/06/2017,0,,,2.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/06/2017,,,13.1,2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/06/2017,,,13.6,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/06/2017,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/06/2017,,,,14.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/06/2017,,,25.3,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/06/2017,,,,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/06/2017,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/06/2017,0,,24.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/06/2017,3,,20.5,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/06/2017,0,,13.4,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/06/2017,,,,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/07/2017,,,17.8,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/07/2017,,,17.6,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/07/2017,,,,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/07/2017,,,,11.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/07/2017,,,19.6,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/07/2017,,,16.9,7.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/07/2017,51,,,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/07/2017,391,,14.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/07/2017,0,,15.1,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/07/2017,310,,12.5,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/07/2017,20,,,4.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/07/2017,0,,,5.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/07/2017,,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/07/2017,3,,25,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/07/2017,30,,,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/07/2017,99,,17.4,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/07/2017,0,,,0.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/07/2017,,,,1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/07/2017,,,,3.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/07/2017,,,,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/07/2017,,,19.9,7.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/07/2017,,,,8.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/07/2017,,,18,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/07/2017,119,,17.5,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/07/2017,0,,15.3,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/07/2017,51,,,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/07/2017,0,,,14.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/07/2017,,,,15.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/07/2017,,,26,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/07/2017,,,24.4,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/07/2017,30,,,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/08/2017,10,,,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/08/2017,5,,,9.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/08/2017,0,,,7.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/08/2017,,,19.2,6.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/08/2017,,,18.4,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/08/2017,,,,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/08/2017,,,23.6,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/08/2017,61,,21,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/08/2017,0,,17.6,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/08/2017,,,17,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/08/2017,221,,17,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/08/2017,61,,17.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/08/2017,10,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/08/2017,0,,,9.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/08/2017,,,20.4,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/08/2017,,,21.6,8.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/08/2017,,,,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/08/2017,,,22.8,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/08/2017,99,,22.7,11.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/08/2017,5,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/08/2017,0,,,5.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/08/2017,,,18,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/08/2017,,,,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/08/2017,10,,,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/08/2017,30,,24,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/08/2017,201,,21.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/08/2017,5,,,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/08/2017,0,,,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/08/2017,30,,23.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/08/2017,3,,21.7,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/08/2017,0,,17.6,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/09/2017,,,,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/09/2017,,,,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/09/2017,20,,25,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/09/2017,79,,21.4,10.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/09/2017,0,,16.8,5.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/09/2017,,,17.2,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/09/2017,,,,10.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/09/2017,,,21.1,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/09/2017,480,,,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/09/2017,589,,19.7,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/09/2017,249,,18.5,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/09/2017,0,,,7.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/09/2017,,,19.5,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/09/2017,,,,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/09/2017,,,24.3,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/09/2017,,,,10.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/09/2017,,,,9.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/09/2017,,,,12.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/09/2017,,,22.1,13.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/09/2017,,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/09/2017,99,,26.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/09/2017,160,,,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/09/2017,0,,,7.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/09/2017,,,22.6,13,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/09/2017,,,,14.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/09/2017,,,25.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/09/2017,201,,,8.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/09/2017,0,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/09/2017,,,18.4,13.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/09/2017,,,,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/10/2017,490,,22.6,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/10/2017,61,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/10/2017,3,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/10/2017,0,,,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/10/2017,,,26.7,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/10/2017,,,25,12.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/10/2017,,,25.1,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/10/2017,,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/10/2017,5,,,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/10/2017,0,,23.5,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/10/2017,0,,21,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/10/2017,150,,20,11.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/10/2017,10,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/10/2017,0,,,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/10/2017,,,,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/10/2017,,,,17.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/10/2017,,,27.5,19,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/10/2017,,,25,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/10/2017,99,,23.7,11.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/10/2017,0,,,12.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/10/2017,0,,25,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/10/2017,20,,20.4,8.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/10/2017,0,,,11.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/10/2017,0,,,14.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/10/2017,,,,14.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/10/2017,,,27.3,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/10/2017,89,,27.5,15.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/10/2017,8,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/10/2017,0,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/10/2017,279,,26.3,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/10/2017,0,,,11.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/11/2017,,,26.9,18.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/11/2017,,,25.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/11/2017,,,,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/11/2017,,,25.8,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/11/2017,,,25.1,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/11/2017,,,25,16.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/11/2017,,,26.6,19.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/11/2017,0,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/11/2017,,,,15.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/11/2017,,,,17.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/11/2017,,,30.2,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/11/2017,,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/11/2017,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/11/2017,,,32.2,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/11/2017,,,,22.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/11/2017,20,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/11/2017,0,,,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/11/2017,,,27.7,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/11/2017,0,,28.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/11/2017,191,,,12.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/11/2017,0,,,13.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/11/2017,0,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/11/2017,0,,30.7,10,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/11/2017,,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/11/2017,,,,17.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/11/2017,,,29.4,17.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/11/2017,,,23.9,11.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/11/2017,,,,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/11/2017,,,,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/12/2017,,,28.4,18.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/12/2017,,,26.6,19.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/12/2017,3,,27,18.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/12/2017,160,,25.4,16,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/12/2017,0,,,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/12/2017,,,,20.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/12/2017,0,,30.1,17.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/12/2017,0,,,20.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/12/2017,,,,22,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/12/2017,,,37.2,16.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/12/2017,,,33.4,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/12/2017,,,,17.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/12/2017,,,,18.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/12/2017,30,,,18,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/12/2017,0,,34.5,20,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/12/2017,,,34.6,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/12/2017,480,,31.1,16.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/12/2017,0,,23.2,16.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/12/2017,3,,22.1,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/12/2017,119,,,16.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/12/2017,0,,,21.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/12/2017,5,,,22.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/12/2017,109,,32.9,19.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/12/2017,0,,24.3,12.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/12/2017,,,,18.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/12/2017,,,,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/12/2017,0,,34.4,22.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/12/2017,,,,23.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/12/2017,,,35.5,24,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/12/2017,,,,24.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/12/2017,41,,38,17.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/01/2018,,,,17.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/01/2018,,,,18.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/01/2018,,,33,16.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/01/2018,,,,22.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/01/2018,,,36.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
